pack	path	pos	label	from_doc	to_doc	source
ember.crucible-adventure.json	entries.Ember Early Access.journals.Gamemaster's Guide.pages.Death and Soulbound.text	8	迷炉商队	Agraband Swift	Strayhearth Caravan	auto
ember.crucible-adventure.json	entries.Ember Early Access.journals.Gamemaster's Guide.pages.Death and Soulbound.text	9	阿格拉班德·斯威夫特	Strayhearth Caravan	Agraband Swift	auto
ember.crucible-adventure.json	entries.Ember Early Access.journals.Gamemaster's Guide.pages.Starting the Game.text	4	蜿蜒小径	Sheltered Campsite	The Winding Trail	auto
ember.crucible-adventure.json	entries.Ember Early Access.journals.Gamemaster's Guide.pages.Starting the Game.text	5	有遮蔽的营地	The Winding Trail	Sheltered Campsite	auto
ember.crucible-adventure.json	entries.Ember Early Access.journals.History.pages.Age of Rediscovery.contentGamemaster	43	卢梅克	Leviathans	Lumek	auto
ember.crucible-adventure.json	entries.Ember Early Access.journals.History.pages.Age of Rediscovery.contentGamemaster	44	利维坦	Lumek	Leviathans	auto
ember.crucible-adventure.json	entries.Ember Early Access.journals.History.pages.Age of Rediscovery.contentGamemaster	53	Calyn Kariset	Corwin Kawn	Calyn Kariset	auto
ember.crucible-adventure.json	entries.Ember Early Access.journals.History.pages.Age of Rediscovery.contentGamemaster	54	Corwin Kawn	Calyn Kariset	Corwin Kawn	auto
ember.crucible-adventure.json	entries.Ember Early Access.journals.History.pages.Age of the Tower.contentGamemaster	6	碎片诸神	Solaru	Shard Gods	manual
ember.crucible-adventure.json	entries.Ember Early Access.journals.History.pages.Age of the Tower.contentGamemaster	7	艾迪尔万神殿	Shard Gods	Solaru	manual
ember.crucible-adventure.json	entries.Ember Early Access.journals.History.pages.Night of Swords.text	3	塔扬诸王国	Cruel Dragons	Tayan	manual
ember.crucible-adventure.json	entries.Ember Early Access.journals.History.pages.Night of Swords.text	4	残酷龙	Tayan	Cruel Dragons	manual
ember.crucible-adventure.json	entries.Ember Early Access.journals.History.pages.The First Dawn.text	10	卢克萨鲁姆	Tyraphem	Luxarum	auto
ember.crucible-adventure.json	entries.Ember Early Access.journals.History.pages.The First Dawn.text	11	提拉斐姆	Luxarum	Tyraphem	auto
ember.crucible-adventure.json	entries.Ember Early Access.journals.History.pages.The First Dawn.text	12	西格纳拉	Daemos	Signara	auto
ember.crucible-adventure.json	entries.Ember Early Access.journals.History.pages.The First Dawn.text	13	戴莫斯	Fiend	Daemos	auto
ember.crucible-adventure.json	entries.Ember Early Access.journals.History.pages.The First Dawn.text	14	邪魔	Signara	Fiend	auto
ember.crucible-adventure.json	entries.Ember Early Access.journals.History.pages.The First Dawn.text	15	普里莫迪斯	Casia	Primordis	auto
ember.crucible-adventure.json	entries.Ember Early Access.journals.History.pages.The First Dawn.text	16	Casia	Primordis	Casia	auto
ember.crucible-adventure.json	entries.Ember Early Access.journals.History.pages.The Unveiling.contentGamemaster	8	沙纳山脉	Trolls	Shana Mountains	auto
ember.crucible-adventure.json	entries.Ember Early Access.journals.History.pages.The Unveiling.contentGamemaster	9	Trolls	Shana Mountains	Trolls	auto
ember.crucible-adventure.json	entries.Ember Early Access.journals.Mythspire Observatory.pages.Central Room.text	10	多重攻击	Bite	Multiattack	auto
ember.crucible-adventure.json	entries.Ember Early Access.journals.Mythspire Observatory.pages.Central Room.text	11	啃咬	Claw	Bite	auto
ember.crucible-adventure.json	entries.Ember Early Access.journals.Mythspire Observatory.pages.Central Room.text	12	爪	Multiattack	Claw	auto
ember.crucible-adventure.json	entries.Ember Early Access.journals.Organizations.pages.Silver Beam Consortium.text	1	奥尔丹	Ordani	Ordain	auto
ember.crucible-adventure.json	entries.Ember Early Access.journals.Organizations.pages.Silver Beam Consortium.text	2	奥尔达尼	Ordain	Ordani	auto
ember.crucible-adventure.json	entries.Ember Early Access.journals.Players' Guide.pages.Creation Overview.text	20	奥尔丹	Arcturian	Ordain	manual
ember.crucible-adventure.json	entries.Ember Early Access.journals.Players' Guide.pages.Creation Overview.text	21	阿克图里亚人	Caravanner	Arcturian	manual
ember.crucible-adventure.json	entries.Ember Early Access.journals.Players' Guide.pages.Creation Overview.text	22	商队旅人	Ordain	Caravanner	manual
ember.crucible-adventure.json	entries.Ember Early Access.journals.Players' Guide.pages.Creation Overview.text	23	卡伦阿克	Tayan	Caren'ac	manual
ember.crucible-adventure.json	entries.Ember Early Access.journals.Players' Guide.pages.Creation Overview.text	24	塔扬	Star Dreamer	Tayan	manual
ember.crucible-adventure.json	entries.Ember Early Access.journals.Players' Guide.pages.Creation Overview.text	25	星辰逐梦者	Caren'ac	Star Dreamer	manual
ember.crucible-adventure.json	entries.Ember Early Access.journals.Players' Guide.pages.The Codex.text	0	区域地图	Quests and Events	Region Exploration	manual
ember.crucible-adventure.json	entries.Ember Early Access.journals.Players' Guide.pages.The Codex.text	1	事件	Region Exploration	Quests and Events	manual
ember.crucible-adventure.json	entries.Ember Early Access.journals.Smoldering Cinders.pages.Sage Advice.text	0	辛达林神殿	Lilla Arien	Cindarin Temple	auto
ember.crucible-adventure.json	entries.Ember Early Access.journals.Smoldering Cinders.pages.Sage Advice.text	1	莉拉·艾瑞恩	Cindarin Temple	Lilla Arien	auto
ember.crucible-adventure.json	entries.Ember Early Access.journals.Smoldering Cinders.pages.Sage Advice.text	3	秘密尸检	Lilla Arien	The Secret Autopsy	auto
ember.crucible-adventure.json	entries.Ember Early Access.journals.Smoldering Cinders.pages.Sage Advice.text	4	失职守卫者	The Secret Autopsy	The Derelict Protector	auto
ember.crucible-adventure.json	entries.Ember Early Access.journals.Smoldering Cinders.pages.Sage Advice.text	5	莉拉·艾瑞恩	The Derelict Protector	Lilla Arien	auto
